country,entity,region,geocoded,presence,legacy_sum_pml,legacy_normalized_sum_pml,csv_sum_pml,delta_sum_pml,legacy_sum_net,legacy_normalized_sum_net,csv_sum_net,delta_sum_net,legacy_count_policies,legacy_normalized_count_policies,csv_count_policies,delta_count_policies
UY,33,ALL,0,both,26957835.557093173,36393078.00207578355,35244002.16609751,-1149075.83597827355,17031956.708133373,22993141.55598005355,21844065.720001776,-1149075.83597827755,4,4,4,0
UY,33,ALL,1,both,4723077.212352772,6376154.23667624220,1779850.8927631278,-4596303.34391311440,4723077.212352772,6376154.23667624220,1779850.8927631278,-4596303.34391311440,3,3,3,0
UY,HIG,ALL,1,both,18373346.46597421,24804017.7290651835,24804017.729065187,3.5E-9,18373346.46597421,24804017.7290651835,24804017.729065187,3.5E-9,13,13,13,0
VC,33,ALL,1,both,1800000.0,2430000.000,2430000.0,0.000,1800000.0,2430000.000,2430000.0,0.000,1,1,1,0
VE,HIG,ALL,1,both,6914832.503497354,9335023.87972142790,9335023.879721427,-9.0E-10,6914832.503497354,9335023.87972142790,9335023.879721427,-9.0E-10,6,6,6,0
VG,HIG,ALL,1,both,200403.285247973,270544.43508476355,270544.43508476357,2E-11,200403.285247973,270544.43508476355,270544.43508476357,2E-11,1,1,1,0
VN,33,ALL,0,both,11322.0,15284.700,15284.7,0.000,11322.0,15284.700,15284.7,0.000,1,1,1,0
VN,33,ALL,1,old_only,11322.0,15284.700,0,-15284.700,11322.0,15284.700,0,-15284.700,1,1,0,-1
VN,HIG,ALL,1,both,37605.8604972999,50767.911671354865,50767.91167135487,5E-12,37605.8604972999,50767.911671354865,50767.91167135487,5E-12,1,1,1,0
ZA,33,ALL,0,both,93771188.57508783,126591104.5763685705,118098327.55945736,-8492777.0169112105,90543098.61781561,122233183.1340510735,115366083.5005955,-6867099.6334555735,11,11,11,0
ZA,33,ALL,1,both,161023016.79543495,217381072.6738371825,150565819.699491,-66815252.9743461825,146142616.40434763,197292532.1458693005,133209523.230385,-64083008.9154843005,26,26,25,-1
ZA,3624,ALL,0,old_only,520000.0,702000.000,0,-702000.000,520000.0,702000.000,0,-702000.000,1,1,0,-1
ZA,3624,ALL,1,both,520000.0,702000.000,702000.0,0.000,520000.0,702000.000,702000.0,0.000,1,1,1,0
ZA,HIC,ALL,1,both,2075560.0,2802006.000,2802006.0,0.000,2075560.0,2802006.000,2802006.0,0.000,3,3,3,0
ZA,HIG,ALL,1,both,600583.3421080337,810787.511845845495,810787.5118458454,-9.5E-11,600583.3421080337,810787.511845845495,810787.5118458454,-9.5E-11,3,3,3,0
